group,pattern,SHDC,HCP,n,Bid,Loss,StDev
 0, 477,1-5-7-0, 11, 100,5D,-6.72, 4.52
 0, 477,1-5-7-0, 12, 100,5D,-6.76, 4.89
 0, 477,1-5-7-0, 13, 100,5D,-6.05, 4.79
 0, 477,1-5-7-0, 14, 100,5D,-6.990002, 5.3
 0, 477,1-5-7-0, 15, 100,6D,-7.090001, 5.25
 0, 477,1-5-7-0, 16, 100,6D,-6.920001, 5.58
 0, 477,1-5-7-0, 17, 100,6D,-6.139999, 4.97
 0, 477,1-5-7-0, 18, 100,6D,-7.649999, 5.27
 0, 477,1-5-7-0, 19, 100,6D,-7.590001, 5.32
 0, 477,1-5-7-0, 20, 100,6D,-7.2, 5.24
 0, 477,1-5-7-0, 21, 100,7D,-7.409999, 6.35
 0, 477,1-5-7-0, 22, 100,7D,-5.86, 6.43
 0, 477,1-5-7-0, 23, 100,7D,-4.69, 5.93
 0, 477,1-5-7-0, 24, 100,7H,-2.720001, 6.25
 0, 478,2-4-7-0, 0, 100,2D,-2.739999, 4.02
 0, 478,2-4-7-0, 1, 100,1D,-2.589999, 3.77
 0, 478,2-4-7-0, 2, 100,P ,-3.23, 4.16
 0, 478,2-4-7-0, 3, 100,2D,-3.86, 4.53
 0, 478,2-4-7-0, 4, 100,3D,-4.05, 4.23
 0, 478,2-4-7-0, 5, 100,2D,-3.71, 3.98
 0, 478,2-4-7-0, 6, 100,3D,-4.550001, 4.64
 0, 478,2-4-7-0, 7, 100,4D,-4.459999, 4.41
 0, 478,2-4-7-0, 8, 100,3D,-5.02, 5.37
 0, 478,2-4-7-0, 9, 100,3D,-6.030001, 5.11
 0, 478,2-4-7-0, 10, 100,3D,-5.52, 4.97
 0, 478,2-4-7-0, 11, 100,5D,-6.27, 5.01
 0, 478,2-4-7-0, 12, 100,5D,-6.389998, 4.9
 0, 478,2-4-7-0, 13, 100,5D,-7.120001, 4.9
 0, 478,2-4-7-0, 14, 100,5D,-7.339998, 4.93
 0, 478,2-4-7-0, 15, 100,5D,-7.83, 5.03
 0, 478,2-4-7-0, 16, 100,5D,-7.430001, 5.25
 0, 478,2-4-7-0, 17, 100,5D,-8.470003, 5.03
 0, 478,2-4-7-0, 18, 100,5D,-8.360002, 5
 0, 478,2-4-7-0, 19, 100,6D,-7.770002, 5.33
 0, 478,2-4-7-0, 20, 100,6D,-8.669996, 5.12
 0, 478,2-4-7-0, 21, 100,6D,-8.02, 5.43
 0, 478,2-4-7-0, 22, 100,6D,-7.990001, 4.74
 0, 478,2-4-7-0, 23, 100,6D,-7.570002, 5
 0, 478,2-4-7-0, 24, 100,7D,-7.610001, 6.84
 0, 478,2-4-7-0, 25, 100,7D,-6.66, 6.8
 0, 478,2-4-7-0, 26, 100,7D,-3.279999, 4.85
 0, 478,2-4-7-0, 27, 100,7D,-1.8, 3.12
 0, 479,3-3-7-0, 0, 100,P ,-2.07, 3.56
 0, 479,3-3-7-0, 1, 100,P ,-2.33, 3.76
 0, 479,3-3-7-0, 2, 100,P ,-2.41, 3.69
 0, 479,3-3-7-0, 3, 100,2D,-3.22, 4.19
 0, 479,3-3-7-0, 4, 100,2D,-3.29, 4
 0, 479,3-3-7-0, 5, 100,3D,-3.37, 4.08
 0, 479,3-3-7-0, 6, 100,2D,-3.97, 4.43
 0, 479,3-3-7-0, 7, 100,2D,-3.72, 4.17
 0, 479,3-3-7-0, 8, 100,3D,-4.380001, 4.39
 0, 479,3-3-7-0, 9, 100,3D,-4.550002, 4.65
 0, 479,3-3-7-0, 10, 100,3D,-5.14, 4.89
 0, 479,3-3-7-0, 11, 100,3D,-5.719999, 5.11
 0, 479,3-3-7-0, 12, 100,3D,-6.089999, 4.56
 0, 479,3-3-7-0, 13, 100,3D,-6.87, 4.72
 0, 479,3-3-7-0, 14, 100,5D,-7.429999, 4.97
 0, 479,3-3-7-0, 15, 100,5D,-7.63, 5.16
 0, 479,3-3-7-0, 16, 100,5D,-8.139999, 5.01
 0, 479,3-3-7-0, 17, 100,6D,-8.45, 5.28
 0, 479,3-3-7-0, 18, 100,6D,-8.809999, 4.91
 0, 479,3-3-7-0, 19, 100,6D,-8.430001, 5.17
 0, 479,3-3-7-0, 20, 100,6D,-7.47, 5.34
 0, 479,3-3-7-0, 21, 100,6D,-8.849998, 4.65
 0, 479,3-3-7-0, 22, 100,6D,-8.110002, 5.06
 0, 479,3-3-7-0, 23, 100,7D,-7.389999, 6.78
 0, 479,3-3-7-0, 24, 100,7D,-6.070001, 6.28
 0, 479,3-3-7-0, 25, 100,7D,-6.76, 6.76
 0, 479,3-3-7-0, 26, 100,7D,-6.22, 6.92
 0, 479,3-3-7-0, 27, 100,7D,-3.719999, 5.54
 0, 479,3-3-7-0, 28, 100,7D,-1.41, 2.9
 0, 480,4-2-7-0, 0, 100,P ,-2.699999, 3.7
 0, 480,4-2-7-0, 1, 100,2D,-2.59, 3.57
 0, 480,4-2-7-0, 2, 100,P ,-2.620001, 4.17
 0, 480,4-2-7-0, 3, 100,2D,-3.669999, 4.34
 0, 480,4-2-7-0, 4, 100,2D,-3.8, 4.57
 0, 480,4-2-7-0, 5, 100,2D,-3.5, 4.38
 0, 480,4-2-7-0, 6, 100,3D,-4.339999, 4.68
 0, 480,4-2-7-0, 7, 100,2D,-4.390001, 4.74
 0, 480,4-2-7-0, 8, 100,3D,-5.56, 4.51
 0, 480,4-2-7-0, 9, 100,3D,-5.160001, 4.88
 0, 480,4-2-7-0, 10, 100,3D,-6.469999, 5.14
 0, 480,4-2-7-0, 11, 100,3D,-6.21, 5.37
 0, 480,4-2-7-0, 12, 100,3D,-7.079999, 5.42
 0, 480,4-2-7-0, 13, 100,5D,-6.44, 5.27
 0, 480,4-2-7-0, 14, 100,5D,-7.699999, 5.15
 0, 480,4-2-7-0, 15, 100,5D,-7.2, 4.98
 0, 480,4-2-7-0, 16, 100,5D,-7.889999, 5.09
 0, 480,4-2-7-0, 17, 100,6D,-8.439998, 4.92
 0, 480,4-2-7-0, 18, 100,5D,-8.839998, 4.94
 0, 480,4-2-7-0, 19, 100,6D,-7.19, 5.2
 0, 480,4-2-7-0, 20, 100,6D,-8.159999, 4.96
 0, 480,4-2-7-0, 21, 100,6D,-8.529998, 4.97
 0, 480,4-2-7-0, 22, 100,6D,-8.560001, 4.86
 0, 480,4-2-7-0, 23, 100,7D,-7.539999, 6.88
 0, 480,4-2-7-0, 24, 100,7D,-6.69, 6.53
 0, 480,4-2-7-0, 25, 100,7D,-5.519999, 6.64
 0, 480,4-2-7-0, 26, 100,7D,-4.48, 5.6
 0, 480,4-2-7-0, 27, 100,7D,-2.53, 3.76
 0, 481,5-1-7-0, 0, 100,P ,-4.13, 5.01
 0, 481,5-1-7-0, 1, 100,2D,-3.74, 4.42
 0, 481,5-1-7-0, 2, 100,2D,-4.760001, 4.5
 0, 481,5-1-7-0, 3, 100,2D,-5.570001, 5.08
 0, 481,5-1-7-0, 4, 100,4D,-4.680001, 4.5
 0, 481,5-1-7-0, 5, 100,4D,-6.380002, 5.12
 0, 481,5-1-7-0, 6, 100,3D,-6.35, 4.85
 0, 481,5-1-7-0, 7, 100,3D,-6.2, 4.78
 0, 481,5-1-7-0, 8, 100,5D,-5.850001, 4.79
 0, 481,5-1-7-0, 9, 100,5D,-6.799999, 4.88
 0, 481,5-1-7-0, 10, 100,5D,-6.559999, 4.67
 0, 481,5-1-7-0, 11, 100,5D,-6.94, 4.52
 0, 481,5-1-7-0, 12, 100,5D,-7.620001, 4.91
 0, 481,5-1-7-0, 13, 100,6D,-7.399999, 5.37
 0, 481,5-1-7-0, 14, 100,6D,-6.909999, 5.34
 0, 481,5-1-7-0, 15, 100,6D,-7.319999, 5.25
 0, 481,5-1-7-0, 16, 100,6D,-8.000001, 5.36
 0, 481,5-1-7-0, 17, 100,6D,-7.59, 5.46
 0, 481,5-1-7-0, 18, 100,6D,-8.020002, 5.17
 0, 481,5-1-7-0, 19, 100,6D,-7.809999, 4.96
 0, 481,5-1-7-0, 20, 100,6D,-7.249998, 5.09
 0, 481,5-1-7-0, 21, 100,6D,-7.479998, 5.28
 0, 481,5-1-7-0, 22, 100,7D,-8.150002, 6.17
 0, 481,5-1-7-0, 23, 100,7S,-6.18, 7.95
 0, 481,5-1-7-0, 24, 100,7S,-2.72, 6.56
 0, 482,6-0-7-0, 0, 100,4D,-5.580002, 4.8
 0, 482,6-0-7-0, 1, 100,1S,-7.01, 5.3
 0, 482,6-0-7-0, 2, 100,5D,-7.03, 5.44
 0, 482,6-0-7-0, 3, 100,4D,-6.710002, 5.42
 0, 482,6-0-7-0, 4, 100,5D,-6.06, 5.41
 0, 482,6-0-7-0, 5, 100,5D,-7.63, 4.99
 0, 482,6-0-7-0, 6, 100,5D,-7.200001, 5.33
 0, 482,6-0-7-0, 7, 100,5D,-8.38, 5.2
 0, 482,6-0-7-0, 8, 100,5S,-6.87, 5.22
 0, 482,6-0-7-0, 9, 100,5D,-8.040003, 5.2
 0, 482,6-0-7-0, 10, 100,4S,-7.630001, 5.53
 0, 482,6-0-7-0, 11, 100,6D,-7.440001, 5.57
 0, 482,6-0-7-0, 12, 100,6S,-8.660001, 6.14
 0, 482,6-0-7-0, 13, 100,6S,-7.699999, 6.06
 0, 482,6-0-7-0, 14, 100,7S,-9.1, 6.95
 0, 482,6-0-7-0, 15, 100,6D,-8.530001, 5.82
 0, 482,6-0-7-0, 16, 100,7S,-8.570001, 7.15
 0, 482,6-0-7-0, 17, 100,7S,-7.140001, 7.5
 0, 482,6-0-7-0, 18, 100,7S,-4, 7.08
 0, 482,6-0-7-0, 19, 100,7S,-3.16, 6.61
 0, 482,6-0-7-0, 20, 100,7S,-2.26, 5.9
 0, 483,0-7-6-0, 0, 100,3H,-5.320001, 4.66
 0, 483,0-7-6-0, 1, 100,5H,-5.88, 5.04
 0, 483,0-7-6-0, 2, 100,4H,-5.67, 4.92
 0, 483,0-7-6-0, 3, 100,5H,-5.920002, 5.15
 0, 483,0-7-6-0, 4, 100,5H,-6.340002, 5.31
 0, 483,0-7-6-0, 5, 100,5H,-6.51, 5.1
 0, 483,0-7-6-0, 6, 100,5H,-6.660001, 4.89
 0, 483,0-7-6-0, 7, 100,5H,-6.18, 4.62
 0, 483,0-7-6-0, 8, 100,5H,-6.750001, 4.73
 0, 483,0-7-6-0, 9, 100,6H,-7.62, 5.35
 0, 483,0-7-6-0, 10, 100,5H,-6.52, 5.06
 0, 483,0-7-6-0, 11, 100,6H,-6.599999, 5.22
 0, 483,0-7-6-0, 12, 100,6H,-7.659999, 5.74
 0, 483,0-7-6-0, 13, 100,6H,-6.949998, 5.16
 0, 483,0-7-6-0, 14, 100,6H,-6.660001, 5.32
 0, 483,0-7-6-0, 15, 100,7D,-6.690001, 6.78
 0, 483,0-7-6-0, 16, 100,7H,-6.009999, 6.83
 0, 483,0-7-6-0, 17, 100,7H,-6.019999, 6.91
 0, 483,0-7-6-0, 18, 100,7H,-3.39, 6.2
 0, 483,0-7-6-0, 19, 100,7H,-2.53, 5.48
 0, 483,0-7-6-0, 20, 100,7H,-1.23, 4.08
 0, 484,1-6-6-0, 0, 100,P ,-3.25, 4.54
 0, 484,1-6-6-0, 1, 100,2D,-4.64, 5.15
 0, 484,1-6-6-0, 2, 100,1D,-4.23, 4.54
 0, 484,1-6-6-0, 3, 100,P ,-4.939999, 4.84
 0, 484,1-6-6-0, 4, 100,P ,-5.84, 4.97
 0, 484,1-6-6-0, 5, 100,2D,-4.92, 4.56
 0, 484,1-6-6-0, 6, 100,4H,-5.369999, 4.77
 0, 484,1-6-6-0, 7, 100,4H,-5.85, 4.92
 0, 484,1-6-6-0, 8, 100,4H,-6.389999, 5.06
 0, 484,1-6-6-0, 9, 100,4H,-6.43, 4.75
 0, 484,1-6-6-0, 10, 100,4H,-6.23, 4.82
 0, 484,1-6-6-0, 11, 100,4H,-6.539999, 4.68
 0, 484,1-6-6-0, 12, 100,5H,-7.47, 5.62
 0, 484,1-6-6-0, 13, 100,4H,-7.53, 4.89
 0, 484,1-6-6-0, 14, 100,6H,-7.62, 5.69
 0, 484,1-6-6-0, 15, 100,5D,-7.73, 4.78
 0, 484,1-6-6-0, 16, 100,6H,-7.180001, 5.8
 0, 484,1-6-6-0, 17, 100,6H,-6.99, 5.96
 0, 484,1-6-6-0, 18, 100,6H,-6.369998, 5.78
 0, 484,1-6-6-0, 19, 100,6H,-6.24, 5.8
 0, 484,1-6-6-0, 20, 100,6H,-6.89, 6.03
 0, 484,1-6-6-0, 21, 100,6H,-7.21, 5.51
 0, 484,1-6-6-0, 22, 100,7H,-6.140001, 7.12
 0, 484,1-6-6-0, 23, 100,7H,-5.31, 6.93
 0, 484,1-6-6-0, 24, 100,7H,-2.57, 5.79
 0, 485,2-5-6-0, 0, 100,P ,-2.11, 3.49
 0, 485,2-5-6-0, 1, 100,P ,-2.82, 4.37
 0, 485,2-5-6-0, 2, 100,1D,-2.899999, 4.21
 0, 485,2-5-6-0, 3, 100,2D,-2.95, 3.86
 0, 485,2-5-6-0, 4, 100,P ,-3.69, 4.46
 0, 485,2-5-6-0, 5, 100,2D,-4.320001, 4.8
 0, 485,2-5-6-0, 6, 100,1D,-4.55, 4.76
 0, 485,2-5-6-0, 7, 100,2D,-4.819998, 4.68
 0, 485,2-5-6-0, 8, 100,2D,-5.479999, 4.67
 0, 485,2-5-6-0, 9, 100,2D,-5.999999, 4.77
 0, 485,2-5-6-0, 10, 100,3D,-5.630001, 4.06
 0, 485,2-5-6-0, 11, 100,3D,-7.26, 4.86
 0, 485,2-5-6-0, 12, 100,4H,-7.59, 5.25
 0, 485,2-5-6-0, 13, 100,4H,-7.639999, 5.2
 0, 485,2-5-6-0, 14, 100,4H,-8.030001, 5.3
 0, 485,2-5-6-0, 15, 100,4H,-7.670001, 5.46
 0, 485,2-5-6-0, 16, 100,4H,-8.28, 5.67
 0, 485,2-5-6-0, 17, 100,4H,-8.979999, 5.28
 0, 485,2-5-6-0, 18, 100,5D,-7.99, 5.31
 0, 485,2-5-6-0, 19, 100,4H,-8.860002, 5.48
 0, 485,2-5-6-0, 20, 100,6D,-8.630001, 5.2
 0, 485,2-5-6-0, 21, 100,6D,-8.769999, 4.95
 0, 485,2-5-6-0, 22, 100,6H,-8.629999, 6.19
 0, 485,2-5-6-0, 23, 100,7D,-8.41, 7.05
 0, 485,2-5-6-0, 24, 100,7D,-6.450001, 6.88
 0, 485,2-5-6-0, 25, 100,7H,-5.53, 7.82
 0, 485,2-5-6-0, 26, 100,7H,-4.800001, 7.31
 0, 485,2-5-6-0, 27, 100,7H,-2.59, 6.23
 0, 486,3-4-6-0, 0, 100,P ,-2.08, 3.54
 0, 486,3-4-6-0, 1, 100,P ,-2.399999, 3.94
 0, 486,3-4-6-0, 2, 100,P ,-2.6, 4.27
 0, 486,3-4-6-0, 3, 100,1D,-2.880001, 3.95
 0, 486,3-4-6-0, 4, 100,1D,-3.07, 3.72
 0, 486,3-4-6-0, 5, 100,2D,-3.599999, 4.07
 0, 486,3-4-6-0, 6, 101,2D,-3.841584, 3.8
 0, 486,3-4-6-0, 7, 113,3D,-5.221238, 4.65
 0, 486,3-4-6-0, 8, 120,2D,-5.183333, 4.85
 0, 486,3-4-6-0, 9, 124,2D,-5.830647, 4.81
 0, 486,3-4-6-0, 10, 125,2D,-5.183999, 4.73
 0, 486,3-4-6-0, 11, 122,3D,-6.180329, 4.48
 0, 486,3-4-6-0, 12, 115,2D,-6.704348, 5.29
 0, 486,3-4-6-0, 13, 107,3D,-6.738318, 4.88
 0, 486,3-4-6-0, 14, 100,3D,-7.639999, 4.9
 0, 486,3-4-6-0, 15, 100,3D,-7.85, 5.03
 0, 486,3-4-6-0, 16, 100,5D,-9.419999, 4.56
 0, 486,3-4-6-0, 17, 100,5D,-8.44, 4.99
 0, 486,3-4-6-0, 18, 100,6D,-9.769997, 4.86
 0, 486,3-4-6-0, 19, 100,6D,-8.9, 5.22
 0, 486,3-4-6-0, 20, 100,6D,-9.059999, 5.13
 0, 486,3-4-6-0, 21, 100,6D,-9.349998, 4.99
 0, 486,3-4-6-0, 22, 100,6D,-9.45, 4.97
 0, 486,3-4-6-0, 23, 100,7D,-9.679999, 7.29
 0, 486,3-4-6-0, 24, 100,6D,-8.789999, 5.14
 0, 486,3-4-6-0, 25, 100,7D,-7.699999, 7.28
 0, 486,3-4-6-0, 26, 100,7D,-6.11, 6.77
 0, 486,3-4-6-0, 27, 100,7D,-5.87, 6.58
 0, 486,3-4-6-0, 28, 100,7D,-4.169999, 5.98
 0, 486,3-4-6-0, 29, 100,7D,-2.03, 3.51
 0, 487,4-3-6-0, 0, 100,P ,-2.28, 3.85
 0, 487,4-3-6-0, 1, 100,P ,-2.25, 3.65
 0, 487,4-3-6-0, 2, 100,P ,-2.97, 4.13
 0, 487,4-3-6-0, 3, 100,P ,-3.19, 4.18
 0, 487,4-3-6-0, 4, 100,P ,-3.230001, 4.34
 0, 487,4-3-6-0, 5, 100,2D,-3.52, 4.49
 0, 487,4-3-6-0, 6, 101,1D,-4.50495, 4.63
 0, 487,4-3-6-0, 7, 113,2D,-4.318583, 4.53
 0, 487,4-3-6-0, 8, 120,2D,-5.1, 4.59
 0, 487,4-3-6-0, 9, 124,2D,-5.032259, 5.04
 0, 487,4-3-6-0, 10, 125,2D,-5.688, 5.06
 0, 487,4-3-6-0, 11, 122,2D,-6.07377, 5.26
 0, 487,4-3-6-0, 12, 115,3D,-6.713042, 5.09
 0, 487,4-3-6-0, 13, 107,2D,-7.504673, 4.95
 0, 487,4-3-6-0, 14, 100,3D,-7.86, 5
 0, 487,4-3-6-0, 15, 100,3D,-7.65, 5.43
 0, 487,4-3-6-0, 16, 100,3D,-8.73, 5.39
 0, 487,4-3-6-0, 17, 100,5D,-8.990004, 5.15
 0, 487,4-3-6-0, 18, 100,5D,-8.98, 5.01
 0, 487,4-3-6-0, 19, 100,6D,-9.22, 4.83
 0, 487,4-3-6-0, 20, 100,6D,-8.27, 5.44
 0, 487,4-3-6-0, 21, 100,6D,-8.880001, 5.34
 0, 487,4-3-6-0, 22, 100,6D,-8.840003, 4.93
 0, 487,4-3-6-0, 23, 100,6D,-9.05, 4.94
 0, 487,4-3-6-0, 24, 100,6D,-7.580001, 5.25
 0, 487,4-3-6-0, 25, 100,7D,-7.53, 6.85
 0, 487,4-3-6-0, 26, 100,7D,-6.610001, 6.99
 0, 487,4-3-6-0, 27, 100,7D,-6.479998, 7.36
 0, 487,4-3-6-0, 28, 100,7D,-3.92, 5.69
 0, 487,4-3-6-0, 29, 100,7D,-2.750001, 4.65
 0, 488,5-2-6-0, 0, 100,P ,-2.09, 3.6
 0, 488,5-2-6-0, 1, 100,P ,-3.16, 4.49
 0, 488,5-2-6-0, 2, 100,P ,-3.31, 4.27
 0, 488,5-2-6-0, 3, 100,P ,-3.799999, 4.94
 0, 488,5-2-6-0, 4, 100,2D,-3.53, 4.13
 0, 488,5-2-6-0, 5, 100,2D,-4.829998, 4.73
 0, 488,5-2-6-0, 6, 100,1D,-5.149999, 4.49
 0, 488,5-2-6-0, 7, 100,2D,-5.17, 4.99
 0, 488,5-2-6-0, 8, 100,3D,-6.32, 4.77
 0, 488,5-2-6-0, 9, 100,3D,-6.749999, 4.89
 0, 488,5-2-6-0, 10, 100,2D,-6.119999, 4.98
 0, 488,5-2-6-0, 11, 100,4S,-6.93, 5.22
 0, 488,5-2-6-0, 12, 100,4S,-7.09, 5.34
 0, 488,5-2-6-0, 13, 100,4S,-7.110001, 5.53
 0, 488,5-2-6-0, 14, 100,4S,-7.900002, 5.18
 0, 488,5-2-6-0, 15, 100,4S,-8.349999, 5.59
 0, 488,5-2-6-0, 16, 100,4S,-6.789999, 5.8
 0, 488,5-2-6-0, 17, 100,4S,-7.220001, 5.26
 0, 488,5-2-6-0, 18, 100,4S,-8.990001, 5.22
 0, 488,5-2-6-0, 19, 100,6D,-8.910001, 5.57
 0, 488,5-2-6-0, 20, 100,6D,-10.16, 4.79
 0, 488,5-2-6-0, 21, 100,6D,-8.899999, 5.34
 0, 488,5-2-6-0, 22, 100,6D,-8.870002, 5.12
 0, 488,5-2-6-0, 23, 100,7S,-7.92, 7.82
 0, 488,5-2-6-0, 24, 100,7S,-7.100001, 7.84
 0, 488,5-2-6-0, 25, 100,7S,-5.27, 7.68
 0, 488,5-2-6-0, 26, 100,7S,-2.88, 6.46
 0, 488,5-2-6-0, 27, 100,7S,-2.100001, 5.74
 0, 489,6-1-6-0, 0, 100,P ,-3.73, 4.88
 0, 489,6-1-6-0, 1, 100,1S,-4.19, 4.6
 0, 489,6-1-6-0, 2, 100,2S,-5.78, 5.11
 0, 489,6-1-6-0, 3, 100,2D,-5.099999, 4.93
 0, 489,6-1-6-0, 4, 100,1D,-5.659999, 5.32
 0, 489,6-1-6-0, 5, 100,4S,-5.860002, 4.95
 0, 489,6-1-6-0, 6, 100,4S,-6.660001, 5
 0, 489,6-1-6-0, 7, 100,4S,-6.579999, 5
 0, 489,6-1-6-0, 8, 100,4S,-7.469999, 4.73
 0, 489,6-1-6-0, 9, 100,4S,-6.349999, 5.29
 0, 489,6-1-6-0, 10, 100,4S,-7.33, 4.97
 0, 489,6-1-6-0, 11, 100,4S,-6.460001, 4.73
 0, 489,6-1-6-0, 12, 100,4S,-7.000001, 4.87
 0, 489,6-1-6-0, 13, 100,5S,-7.730001, 5.5
 0, 489,6-1-6-0, 14, 100,6D,-7.790001, 5.35
 0, 489,6-1-6-0, 15, 100,5S,-8.220001, 5.49
 0, 489,6-1-6-0, 16, 100,6S,-8.460003, 5.49
 0, 489,6-1-6-0, 17, 100,6D,-7.97, 5.82
 0, 489,6-1-6-0, 18, 100,6S,-7.939999, 5.67
 0, 489,6-1-6-0, 19, 100,6S,-6.770001, 5.95
 0, 489,6-1-6-0, 20, 100,6S,-7.039999, 6.04
 0, 489,6-1-6-0, 21, 100,7S,-8.379998, 7.5
 0, 489,6-1-6-0, 22, 100,7S,-5.400001, 7.08
 0, 489,6-1-6-0, 23, 100,7S,-5.35, 7.42
 0, 489,6-1-6-0, 24, 100,7S,-1.2, 4.43
 0, 490,7-0-6-0, 0, 100,4S,-5.559999, 5.46
 0, 490,7-0-6-0, 1, 100,4S,-6.039999, 5.23
 0, 490,7-0-6-0, 2, 100,4S,-6.41, 5.48
 0, 490,7-0-6-0, 3, 100,4S,-5.69, 4.91
 0, 490,7-0-6-0, 4, 100,4S,-6.579998, 5.31
 0, 490,7-0-6-0, 5, 100,5S,-7.26, 5.92
 0, 490,7-0-6-0, 6, 100,5S,-6.690001, 5.63
 0, 490,7-0-6-0, 7, 100,6S,-7.409999, 5.55
 0, 490,7-0-6-0, 8, 100,4S,-7.320001, 5.65
 0, 490,7-0-6-0, 9, 100,6S,-7.440001, 5.51
 0, 490,7-0-6-0, 10, 100,5S,-7.58, 5.69
 0, 490,7-0-6-0, 11, 100,6S,-8.169999, 5.92
 0, 490,7-0-6-0, 12, 100,6S,-7.34, 5.78
 0, 490,7-0-6-0, 13, 100,6S,-7.48, 5.96
 0, 490,7-0-6-0, 14, 100,6S,-7.730001, 5.81
 0, 490,7-0-6-0, 15, 100,6S,-7.48, 5.91
 0, 490,7-0-6-0, 16, 100,6S,-7.100002, 5.82
 0, 490,7-0-6-0, 17, 100,7S,-6.72, 7.53
 0, 490,7-0-6-0, 18, 100,7S,-4.31, 7.04
 0, 490,7-0-6-0, 19, 100,7S,-1.77, 4.66
 0, 490,7-0-6-0, 20, 100,7S,-1.58, 5.06
 0, 491,0-8-5-0, 0, 100,4H,-5.17, 5.2
 0, 491,0-8-5-0, 1, 100,4H,-4.28, 4.68
 0, 491,0-8-5-0, 2, 100,4H,-4.93, 5.07
 0, 491,0-8-5-0, 3, 100,5H,-5.060001, 4.88
 0, 491,0-8-5-0, 4, 100,5H,-4.929998, 4.4
 0, 491,0-8-5-0, 5, 100,5H,-5.21, 5.17
 0, 491,0-8-5-0, 6, 100,5H,-5.820001, 4.85
 0, 491,0-8-5-0, 7, 100,5H,-5.559999, 4.53
 0, 491,0-8-5-0, 8, 100,6H,-6.169999, 5.21
 0, 491,0-8-5-0, 9, 100,6H,-6.64, 5.09
 0, 491,0-8-5-0, 10, 100,6H,-6.86, 5.14
 0, 491,0-8-5-0, 11, 100,6H,-5.869999, 5.1
 0, 491,0-8-5-0, 12, 100,6H,-6.39, 5.09
 0, 491,0-8-5-0, 13, 100,6H,-6.290001, 5.06
 0, 491,0-8-5-0, 14, 100,6H,-5.88, 5.29
 0, 491,0-8-5-0, 15, 100,6H,-6, 5.14
 0, 491,0-8-5-0, 16, 100,6H,-6.02, 4.92
 0, 491,0-8-5-0, 17, 100,7H,-5.2, 6.31
 0, 491,0-8-5-0, 18, 100,7H,-3.8, 6.28
 0, 491,0-8-5-0, 19, 100,7H,-2.33, 5.17
 0, 491,0-8-5-0, 20, 100,7H,-.9999999, 3.36
 0, 492,1-7-5-0, 0, 100,2H,-3.51, 4.68
 0, 492,1-7-5-0, 1, 100,1H,-3.410001, 4.9
 0, 492,1-7-5-0, 2, 100,1H,-3.310001, 4.29
 0, 492,1-7-5-0, 3, 100,4H,-4.02, 4.49
 0, 492,1-7-5-0, 4, 100,4H,-3.910001, 4.18
 0, 492,1-7-5-0, 5, 100,4H,-4.92, 4.34
 0, 492,1-7-5-0, 6, 100,4H,-4.880002, 4.72
 0, 492,1-7-5-0, 7, 100,4H,-4.419999, 4.28
 0, 492,1-7-5-0, 8, 100,4H,-4.75, 4.78
 0, 492,1-7-5-0, 9, 100,4H,-5.609999, 4.88
 0, 492,1-7-5-0, 10, 100,5H,-6.17, 4.79
 0, 492,1-7-5-0, 11, 100,4H,-6.7, 4.69
 0, 492,1-7-5-0, 12, 100,4H,-6.89, 5.17
 0, 492,1-7-5-0, 13, 100,6H,-6.520001, 5.69
 0, 492,1-7-5-0, 14, 100,4H,-7.009999, 5.31
 0, 492,1-7-5-0, 15, 100,6H,-6.4, 5.6
 0, 492,1-7-5-0, 16, 100,6H,-6.839999, 5.43
 0, 492,1-7-5-0, 17, 100,6H,-6.63, 5.83
 0, 492,1-7-5-0, 18, 100,6H,-7.13, 5.39
 0, 492,1-7-5-0, 19, 100,6H,-6.86, 5.81
 0, 492,1-7-5-0, 20, 100,6H,-7.12, 5.35
 0, 492,1-7-5-0, 21, 100,6H,-6.91, 5.28
 0, 492,1-7-5-0, 22, 100,6H,-5.73, 5.09
 0, 492,1-7-5-0, 23, 100,7H,-2.56, 5.43
 0, 492,1-7-5-0, 24, 100,7H,-2.01, 4.89
 0, 493,2-6-5-0, 0, 100,P ,-1.95, 3.27
 0, 493,2-6-5-0, 1, 100,P ,-3.13, 4.1
 0, 493,2-6-5-0, 2, 100,P ,-2.62, 3.82
 0, 493,2-6-5-0, 3, 100,P ,-2.57, 3.96
 0, 493,2-6-5-0, 4, 100,P ,-4.550001, 5.32
 0, 493,2-6-5-0, 5, 100,2H,-4.099998, 4.16
 0, 493,2-6-5-0, 6, 100,2H,-4.319999, 4.51
 0, 493,2-6-5-0, 7, 100,2H,-5.47, 4.71
 0, 493,2-6-5-0, 8, 100,4H,-5.889999, 4.82
 0, 493,2-6-5-0, 9, 100,4H,-5.629999, 4.83
 0, 493,2-6-5-0, 10, 100,4H,-6.029999, 4.73
 0, 493,2-6-5-0, 11, 100,4H,-5.580001, 5.26
 0, 493,2-6-5-0, 12, 100,4H,-6.26, 5.15
 0, 493,2-6-5-0, 13, 100,4H,-6.510002, 5.16
 0, 493,2-6-5-0, 14, 100,4H,-6.670001, 4.85
 0, 493,2-6-5-0, 15, 100,4H,-7.230001, 5.05
 0, 493,2-6-5-0, 16, 100,4H,-7.410001, 5.34
 0, 493,2-6-5-0, 17, 100,4H,-8.110001, 5.59
